time,transfer_history.actually_transferred_size,transfer_history.attached_node,transfer_history.cached_data_size,transfer_history.chunk_id,transfer_history.completion_date_string,transfer_history.creation_date_string,transfer_history.data_type,transfer_history.remote_location_name,transfer_history.serializer_sampling_time,transfer_history.serializer_session,transfer_history.serializer_task,transfer_history.state,transfer_history.time_transfer_sec,transfer_history.transfer_direction,transfer_history.transfer_size,transfer_history.transfer_type
2019-03-25T21:32:52.061Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:32:46,25/03/2019\ 21:32:44,,,2019-03-25T21:32:49.6282180Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:33:32.055Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:33:25,25/03/2019\ 21:33:18,,,2019-03-25T21:33:25.7853660Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,7,Down,35179056,QDisk
2019-03-25T21:34:02.061Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:33:55,25/03/2019\ 21:33:53,,,2019-03-25T21:33:58.9208480Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:34:42.061Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:34:29,25/03/2019\ 21:34:27,,,2019-03-25T21:34:32.0625630Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:35:12.065Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:35:08,25/03/2019\ 21:35:01,,,2019-03-25T21:35:08.2129030Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,7,Down,35179056,QDisk
2019-03-25T21:35:42.059Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:35:41,25/03/2019\ 21:35:36,,,2019-03-25T21:35:41.3547140Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,35179056,QDisk
2019-03-25T21:36:22.057Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:36:14,25/03/2019\ 21:36:10,,,2019-03-25T21:36:17.5166590Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:36:52.055Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:36:50,25/03/2019\ 21:36:44,,,2019-03-25T21:36:50.6620870Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:37:29.451Z,0,QBOX-4000-0000-1000-000000000005,328153628,,25/03/2019\ 21:37:20,25/03/2019\ 21:37:19,,,2019-03-25T21:37:27.0539380Z,00000000-0000-0000-0000-000000000000,424f4a51-0325-2237-42ca-a541a4d3f0ef,Completed,1,Down,0,QDisk
2019-03-25T21:37:29.452Z,158352681,QBOX-4000-0000-1000-000000000005,1158793552,,25/03/2019\ 21:37:27,25/03/2019\ 21:37:19,,,2019-03-25T21:37:27.0539740Z,00000000-0000-0000-0000-000000000000,424f4a51-0325-2237-42ca-a541a4d3f0ef,Completed,8,Down,1317146233,Docker
2019-03-25T21:37:32.056Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:37:20,25/03/2019\ 21:37:18,,,2019-03-25T21:37:23.8021920Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:38:02.057Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:37:59,25/03/2019\ 21:37:53,,,2019-03-25T21:37:59.9452480Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:38:02.058Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:37:56,25/03/2019\ 21:37:53,,,2019-03-25T21:37:59.9452970Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:38:42.068Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:38:33,25/03/2019\ 21:38:27,,,2019-03-25T21:38:33.1001200Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:38:42.069Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:38:30,25/03/2019\ 21:38:27,,,2019-03-25T21:38:33.1001480Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:39:12.057Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:39:09,25/03/2019\ 21:39:01,,,2019-03-25T21:39:09.2596850Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,8,Down,35179056,QDisk
2019-03-25T21:39:12.058Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:39:06,25/03/2019\ 21:39:01,,,2019-03-25T21:39:09.2597450Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,32468163,Docker
2019-03-25T21:39:52.064Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:39:42,25/03/2019\ 21:39:36,,,2019-03-25T21:39:42.4079990Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
